,Date,country,code,project,page_id,page_title,item_id,views,population
19188,2018-07-23,Japan,JP,ja.wikipedia,60022,熱帯,Q42530,830,126913433
20023,2018-07-23,Japan,JP,ja.wikipedia,96712,異常気象,Q1277161,589,126913433
21291,2018-07-23,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,813,126913433
21299,2018-07-23,Japan,JP,ja.wikipedia,1282290,水素,Q556,550,126913433
29547,2018-07-23,Japan,JP,ja.wikipedia,14370,太陽光発電,Q192127,487,126913433
31266,2018-07-23,Japan,JP,ja.wikipedia,1726140,地球温暖化の原因,Q4383471,569,126913433
33888,2018-07-23,Japan,JP,ja.wikipedia,2700,自動車,Q1420,532,126913433
38639,2018-07-23,Japan,JP,ja.wikipedia,4395,南極大陸,Q51,799,126913433
40755,2018-07-23,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,607,126913433
44207,2018-07-23,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,544,126913433
45479,2018-07-23,Japan,JP,ja.wikipedia,1261220,地球温暖化に対する懐疑論,Q1931364,482,126913433
46701,2018-07-23,Japan,JP,ja.wikipedia,109986,ヒートアイランド,Q215712,1411,126913433
51048,2018-07-23,Japan,JP,ja.wikipedia,22471,ガソリン,Q39558,459,126913433
51915,2018-07-23,Japan,JP,ja.wikipedia,130424,デイ・アフター・トゥモロー,Q14320,667,126913433
51942,2018-07-23,Japan,JP,ja.wikipedia,372271,再生可能エネルギー,Q12705,489,126913433
57457,2018-07-23,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,815,126913433
57871,2018-07-23,Japan,JP,ja.wikipedia,1094885,熱波,Q215864,1138,126913433
60115,2018-07-23,Japan,JP,ja.wikipedia,7516,米,Q5090,454,126913433
65735,2018-07-23,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,795,126913433
68777,2018-07-23,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,2193,126913433
68781,2018-07-23,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,1528,126913433
69689,2018-07-23,Japan,JP,ja.wikipedia,368163,過去の気温変化,Q720957,480,126913433
73050,2018-07-23,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,2830,126913433
73086,2018-07-23,Japan,JP,ja.wikipedia,81446,エルニーニョ・南方振動,Q14524818,607,126913433
76026,2018-07-23,Japan,JP,ja.wikipedia,14292,災害,Q3839081,689,126913433
76034,2018-07-23,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,943,126913433
76444,2018-07-23,Japan,JP,ja.wikipedia,15931,水力発電,Q80638,633,126913433
81160,2018-07-23,Japan,JP,ja.wikipedia,3342027,パリ協定_(気候変動),Q21707860,708,126913433
15103,2018-07-24,Japan,JP,ja.wikipedia,22929,コンクリート,Q22657,520,126913433
15121,2018-07-24,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,1123,126913433
19225,2018-07-24,Japan,JP,ja.wikipedia,96712,異常気象,Q1277161,580,126913433
19587,2018-07-24,Japan,JP,ja.wikipedia,1237935,ヒートポンプ,Q131313,517,126913433
20425,2018-07-24,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,789,126913433
20430,2018-07-24,Japan,JP,ja.wikipedia,1282290,水素,Q556,748,126913433
28393,2018-07-24,Japan,JP,ja.wikipedia,14370,太陽光発電,Q192127,505,126913433
30007,2018-07-24,Japan,JP,ja.wikipedia,1726140,地球温暖化の原因,Q4383471,665,126913433
37138,2018-07-24,Japan,JP,ja.wikipedia,4395,南極大陸,Q51,615,126913433
39205,2018-07-24,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,758,126913433
42520,2018-07-24,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,691,126913433
43729,2018-07-24,Japan,JP,ja.wikipedia,1261220,地球温暖化に対する懐疑論,Q1931364,620,126913433
44905,2018-07-24,Japan,JP,ja.wikipedia,109986,ヒートアイランド,Q215712,920,126913433
49992,2018-07-24,Japan,JP,ja.wikipedia,130424,デイ・アフター・トゥモロー,Q14320,1233,126913433
50018,2018-07-24,Japan,JP,ja.wikipedia,372271,再生可能エネルギー,Q12705,602,126913433
51681,2018-07-24,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,577,126913433
55371,2018-07-24,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,833,126913433
55763,2018-07-24,Japan,JP,ja.wikipedia,1094885,熱波,Q215864,1433,126913433
57934,2018-07-24,Japan,JP,ja.wikipedia,7516,米,Q5090,452,126913433
60030,2018-07-24,Japan,JP,ja.wikipedia,1540503,石油,Q22656,475,126913433
63399,2018-07-24,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,716,126913433
66354,2018-07-24,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,1102,126913433
66358,2018-07-24,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,2285,126913433
68823,2018-07-24,Japan,JP,ja.wikipedia,11420,地球の大気,Q3230,451,126913433
70491,2018-07-24,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,2792,126913433
73361,2018-07-24,Japan,JP,ja.wikipedia,14292,災害,Q3839081,562,126913433
73369,2018-07-24,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,687,126913433
73400,2018-07-24,Japan,JP,ja.wikipedia,568154,山火事,Q169950,924,126913433
78342,2018-07-24,Japan,JP,ja.wikipedia,3342027,パリ協定_(気候変動),Q21707860,752,126913433
7205,2018-07-25,Japan,JP,ja.wikipedia,497606,ガイア理論,Q208184,459,126913433
11396,2018-07-25,Japan,JP,ja.wikipedia,18498,ウシ,Q830,450,126913433
13459,2018-07-25,Japan,JP,ja.wikipedia,38736,クジラ,Q1865281,605,126913433
15105,2018-07-25,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,860,126913433
20421,2018-07-25,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,841,126913433
20426,2018-07-25,Japan,JP,ja.wikipedia,1282290,水素,Q556,743,126913433
32396,2018-07-25,Japan,JP,ja.wikipedia,2700,自動車,Q1420,567,126913433
36991,2018-07-25,Japan,JP,ja.wikipedia,4395,南極大陸,Q51,476,126913433
39058,2018-07-25,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,667,126913433
42355,2018-07-25,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,664,126913433
43574,2018-07-25,Japan,JP,ja.wikipedia,1261220,地球温暖化に対する懐疑論,Q1931364,457,126913433
44733,2018-07-25,Japan,JP,ja.wikipedia,109986,ヒートアイランド,Q215712,533,126913433
49730,2018-07-25,Japan,JP,ja.wikipedia,130424,デイ・アフター・トゥモロー,Q14320,480,126913433
49758,2018-07-25,Japan,JP,ja.wikipedia,372271,再生可能エネルギー,Q12705,466,126913433
51411,2018-07-25,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,497,126913433
55105,2018-07-25,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,878,126913433
55499,2018-07-25,Japan,JP,ja.wikipedia,1094885,熱波,Q215864,996,126913433
63069,2018-07-25,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,907,126913433
66033,2018-07-25,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,744,126913433
66035,2018-07-25,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,1502,126913433
68393,2018-07-25,Japan,JP,ja.wikipedia,11420,地球の大気,Q3230,540,126913433
70073,2018-07-25,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,2015,126913433
72977,2018-07-25,Japan,JP,ja.wikipedia,14292,災害,Q3839081,570,126913433
72987,2018-07-25,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,617,126913433
73016,2018-07-25,Japan,JP,ja.wikipedia,568154,山火事,Q169950,1401,126913433
77948,2018-07-25,Japan,JP,ja.wikipedia,3342027,パリ協定_(気候変動),Q21707860,547,126913433
11262,2018-07-26,Japan,JP,ja.wikipedia,18498,ウシ,Q830,466,126913433
14863,2018-07-26,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,626,126913433
20104,2018-07-26,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,708,126913433
20109,2018-07-26,Japan,JP,ja.wikipedia,1282290,水素,Q556,619,126913433
27862,2018-07-26,Japan,JP,ja.wikipedia,14370,太陽光発電,Q192127,761,126913433
31848,2018-07-26,Japan,JP,ja.wikipedia,2700,自動車,Q1420,535,126913433
38345,2018-07-26,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,544,126913433
41560,2018-07-26,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,506,126913433
48749,2018-07-26,Japan,JP,ja.wikipedia,130424,デイ・アフター・トゥモロー,Q14320,929,126913433
50397,2018-07-26,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,648,126913433
54001,2018-07-26,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,658,126913433
61816,2018-07-26,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,807,126913433
62630,2018-07-26,Japan,JP,ja.wikipedia,272569,断熱材,Q918306,550,126913433
64704,2018-07-26,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,527,126913433
64706,2018-07-26,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,778,126913433
68695,2018-07-26,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,1377,126913433
71516,2018-07-26,Japan,JP,ja.wikipedia,14292,災害,Q3839081,561,126913433
71524,2018-07-26,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,453,126913433
71554,2018-07-26,Japan,JP,ja.wikipedia,568154,山火事,Q169950,585,126913433
76459,2018-07-26,Japan,JP,ja.wikipedia,3342027,パリ協定_(気候変動),Q21707860,476,126913433
10808,2018-07-27,Japan,JP,ja.wikipedia,18498,ウシ,Q830,568,126913433
12709,2018-07-27,Japan,JP,ja.wikipedia,38736,クジラ,Q1865281,491,126913433
14263,2018-07-27,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,663,126913433
19332,2018-07-27,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,785,126913433
19338,2018-07-27,Japan,JP,ja.wikipedia,1282290,水素,Q556,539,126913433
31841,2018-07-27,Japan,JP,ja.wikipedia,237974,永久凍土,Q179918,1480,126913433
39957,2018-07-27,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,463,126913433
48565,2018-07-27,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,1069,126913433
51970,2018-07-27,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,607,126913433
59438,2018-07-27,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,688,126913433
60238,2018-07-27,Japan,JP,ja.wikipedia,272569,断熱材,Q918306,635,126913433
62227,2018-07-27,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,563,126913433
66126,2018-07-27,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,1363,126913433
68916,2018-07-27,Japan,JP,ja.wikipedia,14292,災害,Q3839081,472,126913433
68925,2018-07-27,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,465,126913433
68952,2018-07-27,Japan,JP,ja.wikipedia,568154,山火事,Q169950,513,126913433
73628,2018-07-27,Japan,JP,ja.wikipedia,3342027,パリ協定_(気候変動),Q21707860,500,126913433
12900,2018-07-28,Japan,JP,ja.wikipedia,38736,クジラ,Q1865281,488,126913433
14462,2018-07-28,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,763,126913433
19611,2018-07-28,Japan,JP,ja.wikipedia,1282290,水素,Q556,490,126913433
32260,2018-07-28,Japan,JP,ja.wikipedia,237974,永久凍土,Q179918,496,126913433
35488,2018-07-28,Japan,JP,ja.wikipedia,4395,南極大陸,Q51,454,126913433
40661,2018-07-28,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,468,126913433
49357,2018-07-28,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,2031,126913433
60451,2018-07-28,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,464,126913433
62079,2018-07-28,Japan,JP,ja.wikipedia,60083,乾燥帯,Q1330709,717,126913433
63260,2018-07-28,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,541,126913433
67220,2018-07-28,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,1537,126913433
67266,2018-07-28,Japan,JP,ja.wikipedia,87122,自然災害,Q8065,579,126913433
70023,2018-07-28,Japan,JP,ja.wikipedia,568154,山火事,Q169950,845,126913433
2462,2018-07-29,Japan,JP,en.wikipedia,36979,Rice,Q5090,1065,126913433
12463,2018-07-29,Japan,JP,ja.wikipedia,18498,ウシ,Q830,460,126913433
14704,2018-07-29,Japan,JP,ja.wikipedia,38736,クジラ,Q1865281,489,126913433
16496,2018-07-29,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,606,126913433
22316,2018-07-29,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,612,126913433
22324,2018-07-29,Japan,JP,ja.wikipedia,1282290,水素,Q556,510,126913433
35367,2018-07-29,Japan,JP,ja.wikipedia,2700,自動車,Q1420,485,126913433
42580,2018-07-29,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,488,126913433
46152,2018-07-29,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,589,126913433
56054,2018-07-29,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,1807,126913433
59994,2018-07-29,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,508,126913433
68625,2018-07-29,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,535,126913433
69153,2018-07-29,South Korea,KR,ko.wikipedia,1320212,2015년_파키스탄_폭염,Q20204909,1175,51640894
71789,2018-07-29,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,630,126913433
71795,2018-07-29,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,610,126913433
76239,2018-07-29,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,1517,126913433
79417,2018-07-29,Japan,JP,ja.wikipedia,14292,災害,Q3839081,479,126913433
79427,2018-07-29,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,616,126913433
79461,2018-07-29,Japan,JP,ja.wikipedia,568154,山火事,Q169950,627,126913433
12046,2018-07-30,Japan,JP,ja.wikipedia,18498,ウシ,Q830,514,126913433
15904,2018-07-30,Japan,JP,ja.wikipedia,22929,コンクリート,Q22657,457,126913433
15919,2018-07-30,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,622,126913433
21507,2018-07-30,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,924,126913433
21512,2018-07-30,Japan,JP,ja.wikipedia,1282290,水素,Q556,627,126913433
29777,2018-07-30,Japan,JP,ja.wikipedia,14370,太陽光発電,Q192127,498,126913433
34075,2018-07-30,Japan,JP,ja.wikipedia,2700,自動車,Q1420,464,126913433
35435,2018-07-30,Japan,JP,ja.wikipedia,237974,永久凍土,Q179918,738,126913433
41074,2018-07-30,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,559,126913433
44563,2018-07-30,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,1509,126913433
54096,2018-07-30,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,1226,126913433
55725,2018-07-30,Japan,JP,ja.wikipedia,109359,外来種,Q183368,509,126913433
57875,2018-07-30,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,641,126913433
66243,2018-07-30,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,743,126913433
69311,2018-07-30,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,694,126913433
69316,2018-07-30,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,585,126913433
73652,2018-07-30,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,1572,126913433
76685,2018-07-30,Japan,JP,ja.wikipedia,19223,ケッペンの気候区分,Q124095,577,126913433
76716,2018-07-30,Japan,JP,ja.wikipedia,568154,山火事,Q169950,606,126913433
81904,2018-07-30,Japan,JP,ja.wikipedia,3342027,パリ協定_(気候変動),Q21707860,579,126913433
11512,2018-07-31,Japan,JP,ja.wikipedia,18498,ウシ,Q830,571,126913433
11585,2018-07-31,Taiwan,TW,zh.wikipedia,1053038,煤,Q24489,589,23659305
13592,2018-07-31,Japan,JP,ja.wikipedia,38736,クジラ,Q1865281,654,126913433
15228,2018-07-31,Japan,JP,ja.wikipedia,29380,氷河時代,Q49367,487,126913433
20515,2018-07-31,Japan,JP,ja.wikipedia,103024,リチウムイオン二次電池,Q2822895,831,126913433
20523,2018-07-31,Japan,JP,ja.wikipedia,1282290,水素,Q556,627,126913433
26778,2018-07-31,Taiwan,TW,zh.wikipedia,1208527,聖嬰現象,Q7939,665,23659305
32511,2018-07-31,Japan,JP,ja.wikipedia,2700,自動車,Q1420,484,126913433
39170,2018-07-31,Japan,JP,ja.wikipedia,58075,京都議定書,Q47359,681,126913433
42489,2018-07-31,Japan,JP,ja.wikipedia,150031,ホッキョクグマ,Q33609,628,126913433
51628,2018-07-31,Japan,JP,ja.wikipedia,31168,熱帯低気圧,Q8092,823,126913433
55276,2018-07-31,Japan,JP,ja.wikipedia,6958,二酸化炭素,Q1997,730,126913433
63223,2018-07-31,Japan,JP,ja.wikipedia,10166,アンモニア,Q4087,762,126913433
66130,2018-07-31,Japan,JP,ja.wikipedia,15473,熱帯夜,Q842740,643,126913433
66133,2018-07-31,Japan,JP,ja.wikipedia,173414,温室効果ガス,Q167336,454,126913433
68601,2018-07-31,Japan,JP,ja.wikipedia,11420,地球の大気,Q3230,502,126913433
70313,2018-07-31,Japan,JP,ja.wikipedia,1474417,地球温暖化,Q7942,1468,126913433
73176,2018-07-31,Japan,JP,ja.wikipedia,14292,災害,Q3839081,583,126913433
73213,2018-07-31,Japan,JP,ja.wikipedia,568154,山火事,Q169950,743,126913433
